ORGANISM_NAME,ORGANISM_ID,STRAIN_IDS,SOURCE,STRAIN_IDENTIFICATION,COLLECT_DATE,COLLECT_COUNTRY,COLLECT_REGION,COLLECT_SPECIE,COLLECT_TISSUE,DRUG_NAME,DRUG_CLASS,DRUG_SUBCLASS,ANTIMICRO,ANTIMICRO_CLASS,BMD_MIC,MIC_UNIT,BMD_BP
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Ampicillin|Sulbactam,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,8|4,ug/mL|ug/mL,S
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Azithromycin,Transpeptidation,Macrolide,Bacteria,Macrolide,0.0313,ug/mL,S
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,0.125,ug/mL,S
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Carbenicillin,Beta-lactam,CarboxyPenicillin,Bacteria,Penicillin,1,ug/mL,
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,0.0625,ug/mL,
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,1,ug/mL,S
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,4,ug/mL,I
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,1,ug/mL,S
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Chloramphenicol,Peptidyl transferase,Amphenicol,Bacteria,Phenicol,>64,ug/mL,R
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,32,ug/mL,R
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,0.0078,ug/mL,S
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,0.125|4,ug/mL|ug/mL,S
Enterobacter cloacae,Encl-0738-BR,8177,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Intestinal Microbiota,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,0.5|2,ug/mL|ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,0.0625,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ticarcillin,Beta-lactam,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin,16,ug/mL,
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,16|2,ug/mL|ug/mL,I
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,0.0156,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Levofloxacin,Quinolone,Fluoroquinolone (3rd) antipseudomonal,Bacteria,Fluoroquinolone,8,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,0.25,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Minocycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,8,ug/mL,I
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Moxifloxacin,Quinolone,Fluoroquinolone (4th),Bacteria,Fluoroquinolone,>32,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Nalidixic acid,Quinolone,Quinolone (1st),Bacteria,Quinolone,>32,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,0.0313,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Nitrofurantoin,NitroAromatic,Nitrofuran,Bacteria,Nitro Aromatic,0.25,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ofloxacin,Quinolone,Fluoroquinolone (2nd),Bacteria,Fluoroquinolone,>32,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Piperacillin,Beta-lactam,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,0.5|4,ug/mL|ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,64|1216,ug/mL|ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,0.25,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Streptomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,64,ug/mL,
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,0.5,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ampicillin|Sulbactam,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,8|4,ug/mL|ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Cefotaxime,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,2,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Colistin,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,0.0625,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Doripenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Doxycycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,0.25,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Fosfomycin,NAM synthesis,Phosphonic Acid,Bacteria,Phosphonic Acid,8,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,8,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Cefuroxime,Beta-lactam,Cephalosporin (2ns); Non-extended spectrum,Bacteria,Cephalosporin,4,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,0.25,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,4,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Azithromycin,Transpeptidation,Macrolide,Bacteria,Macrolide,0.125,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,0.125,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Carbenicillin,Beta-lactam,CarboxyPenicillin,Bacteria,Penicillin,4,ug/mL,
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,0.0625,ug/mL,
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,0.25|2,ug/mL|ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,4,ug/mL,I
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,0.125,ug/mL,S
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ceftaroline,Beta-lactam,Cephalosporin (5th); anti-MRSA,Bacteria,Cephalosporin,>32,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Chloramphenicol,Peptidyl transferase,Amphenicol,Bacteria,Phenicol,>64,ug/mL,R
Enterobacter cloacae,Encl-0739-BR,8206,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,0.5,ug/mL,S
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,0.0156,ug/mL,S
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,0.25,ug/mL,S
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Cefotaxime,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,2,ug/mL,S
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Colistin,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,0.0625,ug/mL,S
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,0.5,ug/mL,S
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,8,ug/mL,R
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Moxifloxacin,Quinolone,Fluoroquinolone (4th),Bacteria,Fluoroquinolone,>32,ug/mL,R
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,0.0156,ug/mL,S
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Nitrofurantoin,NitroAromatic,Nitrofuran,Bacteria,Nitro Aromatic,0.0625,ug/mL,S
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ofloxacin,Quinolone,Fluoroquinolone (2nd),Bacteria,Fluoroquinolone,>32,ug/mL,R
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Piperacillin,Beta-lactam,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,R
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,0.0313|4,ug/mL|ug/mL,S
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,0.125,ug/mL,S
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Streptomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,64,ug/mL,
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ticarcillin,Beta-lactam,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin,4,ug/mL,
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,32|2,ug/mL|ug/mL,R
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,0.0313,ug/mL,S
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>64|1216,ug/mL|ug/mL,R
Enterobacter cloacae,Encl-0740-BR,8227,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Enterobacter sp. (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Cattle,Intestinal Microbiota,Ceftaroline,Beta-lactam,Cephalosporin (5th); anti-MRSA,Bacteria,Cephalosporin,>32,ug/mL,R
