ORGANISM_NAME,ORGANISM_ID,STRAIN_IDS,SOURCE,STRAIN_IDENTIFICATION,COLLECT_DATE,COLLECT_COUNTRY,COLLECT_REGION,COLLECT_SPECIE,COLLECT_TISSUE,DRUG_NAME,DRUG_CLASS,DRUG_SUBCLASS,ANTIMICRO,ANTIMICRO_CLASS,VITEK_MIC,VITEK_BP,CARD_CODE,BP_SOURCE
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,>= 64,R,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,1,I,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,<= 0.25,S,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,4,S,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,>= 64,R,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,<= 1,S,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Ceftazidime,Beta-lactam,Cephalosporin (3rd); Extended spectrum antipseudomonal,Bacteria,Cephalosporin,>= 64,R,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,8,I,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>= 4,R,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,>= 32,R,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-N435,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,ESBL,,,,,NEG,-,AST-GN96,CLSI
Escherichia coli,Ec-1142-EG,29,"SRTACity (Alexandria, Egypt)",Collaborator: Escherichia coli (Vitek),2022-12-31,Egypt,Alexandria,Human,,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,<= 1,S,AST-GN96,CLSI
